TOT_REG_CD,ADM_NM,ADM_CD,버스정류장,버스승하차,지하철(1km,지하철 거리점수,승하차평균,구별총생활,구별총생_1,사고수n,차선수,평균속도,표준편차,혼잡수치
1101053010006 ,사직동,1101053,5,1269,2,550,52315,367654,11859.80645,1,,,,
1101053010001 ,사직동,1101053,5,140,4,300,0,277143,8940.096774,,,,,
1101053010003 ,사직동,1101053,13,492,4,400,34690,1245899,40190.29032,4,1.75,34.77722917,2.489154224,1915.480185
1101053010002 ,사직동,1101053,4,1390,3,550,52315,1373417,44303.77419,3,,,,
1101053010005 ,사직동,1101053,7,2165,3,700,52315,1038484,33499.48387,2,2,20.4795,2.667286059,2431.1284
1101053010004 ,사직동,1101053,7,3171,4,750,52315,1515584,48889.80645,,3,32.79148611,4.466514715,1656.517367
1101053020004 ,사직동,1101053,0,0,6,450,66004,1305299,42106.41935,23,,,,
1101053020002 ,사직동,1101053,28,2505,8,550,65488,9685760,312443.871,50,3.130434783,24.69437983,4.760363,1994.767706
1101053020003 ,사직동,1101053,3,1006,4,300,0,236607,7632.483871,1,,,,
1101053020001 ,사직동,1101053,0,0,6,700,66004,1506501,48596.80645,20,2.5,23.46349306,3.483530679,2187.43103
1101053020303 ,사직동,1101053,2,1913,4,450,52315,140275,4525,,2,38.94306944,3.217489043,1647.785491
1101053020301 ,사직동,1101053,1,2531,4,550,52315,76365,2463.387097,8,,,,
1101053020304 ,사직동,1101053,3,1469,4,500,52315,314179,10134.80645,8,2,22.16022916,3.823399375,2359.821101
1101053020302 ,사직동,1101053,2,1913,4,600,52315,82995,2677.258065,8,,,,
1101053020501 ,사직동,1101053,0,0,3,650,52315,118251,3814.548387,8,,,,
1101053020701 ,사직동,1101053,0,0,5,600,66004,841046,27130.51613,10,,,,
1101053020801 ,사직동,1101053,0,0,4,650,66004,1053082,33970.3871,8,2,22.36572222,2.936115145,2351.102769
1101054010002 ,삼청동,1101054,12,272,2,100,0,1383156,44617.93548,,1,30.13053241,2.977697332,2396.084028
1101054010005 ,삼청동,1101054,7,333,1,50,0,560292,18073.93548,,2,22.31806945,2.130018983,2353.124505
1101054010004 ,삼청동,1101054,8,276,2,300,53221,917092,29583.6129,11,1.2,23.38656944,3.603322913,2531.77808
1101054010001 ,삼청동,1101054,15,1285,5,600,53221,1629306,52558.25806,7,3.4,23.0698,5.006476361,2044.527695
1101054010003 ,삼청동,1101054,4,335,1,150,0,275321,8881.322581,,,,,
1101055010001 ,부암동,1101055,6,1053,0,0,0,443237,14297.96774,,2.5,27.03736111,3.160265907,2018.607602
1101055010003 ,부암동,1101055,4,433,0,0,0,217571,7018.419355,,3,27.36192361,2.855047163,1878.232743
1101055010002 ,부암동,1101055,7,288,0,0,0,226135,7294.677419,1,,,,
1101055010005 ,부암동,1101055,16,246,0,0,0,811858,26188.96774,1,,,,
1101055010004 ,부암동,1101055,14,486,0,0,0,1866946,60224.06452,1,,,,
1101055010006 ,부암동,1101055,12,580,0,0,0,613282,19783.29032,1,2,26.87590278,3.40810402,2159.752014
1101055020008 ,부암동,1101055,4,604,0,0,0,319345,10301.45161,,,,,
1101055020009 ,부암동,1101055,0,0,0,0,0,1015137,32746.35484,,1,30.72236806,2.21882602,2378.328959
1101055020006 ,부암동,1101055,0,0,0,0,0,414394,13367.54839,,,,,
1101055020007 ,부암동,1101055,9,491,0,0,0,693124,22358.83871,,2.666666667,29.40780092,4.326672727,1860.429034
1101055020004 ,부암동,1101055,7,1145,0,0,0,1495777,48250.87097,,,,,
1101055020005 ,부암동,1101055,0,0,0,0,0,50592,1632,,,,,
1101055020002 ,부암동,1101055,6,447,0,0,0,602811,19445.51613,,1.333333333,19.30196759,4.091301924,2626.462943
1101055020003 ,부암동,1101055,3,782,0,0,0,364203,11748.48387,,,,,
1101055020011 ,부암동,1101055,4,707,0,0,0,15818,510.2580645,,,,,
1101055020001 ,부암동,1101055,6,385,0,0,0,532453,17175.90323,,2.5,27.55990972,4.157501963,2004.127218
1101055020010 ,부암동,1101055,2,2294,0,0,0,665752,21475.87097,,,,,
1101055030002 ,부암동,1101055,5,528,1,100,0,645503,20822.67742,,1.6,29.87934167,3.754971157,2181.463486
1101055030001 ,부암동,1101055,10,521,0,0,0,254442,8207.806452,,3,30.18897917,4.654516155,1731.334628
1101055030003 ,부암동,1101055,9,720,0,0,0,662874,21383.03226,,,,,
1101056010006 ,평창동,1101056,9,466,0,0,0,138830,4478.387097,,,,,
1101056010001 ,평창동,1101056,9,68,0,0,0,664537,21436.67742,4,,,,
1101056010003 ,평창동,1101056,10,345,0,0,0,518659,16730.93548,3,3,36.89643056,5.477729591,1382.80523
1101056010002 ,평창동,1101056,7,498,0,0,0,241891,7802.935484,,3,28.16836111,3.175309645,1836.329022
1101056010005 ,평창동,1101056,7,85,0,0,0,301522,9726.516129,1,,,,
1101056010004 ,평창동,1101056,7,302,0,0,0,163776,5283.096774,3,,,,
1101056020013 ,평창동,1101056,11,86,0,0,0,718435,23175.32258,,,,,
1101056020010 ,평창동,1101056,3,236,0,0,0,608277,19621.83871,2,,,,
1101056020011 ,평창동,1101056,5,262,0,0,0,433361,13979.3871,2,3,33.0941875,6.491261078,1580.375575
1101056020001 ,평창동,1101056,9,395,0,0,0,338019,10903.83871,,,,,
1101056020018 ,평창동,1101056,5,19,0,0,0,386309,12461.58065,1,,,,
1101056020019 ,평창동,1101056,2,1249,0,0,0,128928,4158.967742,,,,,
1101056020006 ,평창동,1101056,7,209,0,0,0,292265,9427.903226,3,,,,
1101056020007 ,평창동,1101056,11,259,0,0,0,239328,7720.258065,,2,28.56433333,5.780219244,2088.117972
1101056020004 ,평창동,1101056,3,29,0,0,0,258053,8324.290323,,,,,
1101056020005 ,평창동,1101056,3,28,0,0,0,304139,9810.935484,,,,,
1101056020002 ,평창동,1101056,8,286,0,0,0,803516,25919.87097,,3,27.92371528,5.019788623,1849.041192
1101056020003 ,평창동,1101056,2,43,0,0,0,281820,9090.967742,,,,,
1101056020022 ,평창동,1101056,8,643,0,0,0,269914,8706.903226,,,,,
1101056020023 ,평창동,1101056,0,0,0,0,0,107498,3467.677419,1,,,,
1101056020020 ,평창동,1101056,6,579,0,0,0,289181,9328.419355,,,,,
1101056020021 ,평창동,1101056,6,596,0,0,0,981829,31671.90323,,2,28.56433333,5.780219244,2088.117972
1101056020008 ,평창동,1101056,7,20,0,0,0,32048,1033.806452,,,,,
1101056020009 ,평창동,1101056,6,1072,0,0,0,215855,6963.064516,,,,,
1101056020016 ,평창동,1101056,5,778,0,0,0,101553,3275.903226,1,,,,
1101056020017 ,평창동,1101056,7,678,0,0,0,615469,19853.83871,,,,,
1101056020014 ,평창동,1101056,1,20,0,0,0,200383,6463.967742,2,,,,
1101056020015 ,평창동,1101056,10,219,0,0,0,95667,3086.032258,,,,,
1101056020012 ,평창동,1101056,4,529,0,0,0,52569,1695.774194,2,,,,
1101056030004 ,평창동,1101056,8,974,0,0,0,193622,6245.870968,,,,,
1101056030003 ,평창동,1101056,3,699,0,0,0,34802,1122.645161,,2,31.46354167,5.359130966,1965.114979
1101056030002 ,평창동,1101056,4,572,0,0,0,37179,1199.322581,,2,30.0139375,5.569675105,2026.616476
1101056030001 ,평창동,1101056,11,633,0,0,0,3370251,108717.7742,,1.5,31.09295486,3.788978493,2171.721969
1101056030101 ,평창동,1101056,5,795,0,0,0,55160,1779.354839,,,,,
1101056030401 ,평창동,1101056,1,896,0,0,0,15647,504.7419355,,,,,
1101056030601 ,평창동,1101056,4,683,0,0,0,27051,872.6129032,,,,,
1101056030701 ,평창동,1101056,2,333,0,0,0,33037,1065.709677,,2,31.46354167,5.359130966,1965.114979
1101057010001 ,무악동,1101057,10,1081,2,750,17065,1858413,59948.80645,2,,,,
1101057010002 ,무악동,1101057,1,427,3,500,12715,180055,5808.225806,,,,,
1101057010108 ,무악동,1101057,0,0,1,800,17065,162548,5243.483871,,,,,
1101057010101 ,무악동,1101057,1,167,1,750,17065,311458,10047.03226,,,,,
1101057010103 ,무악동,1101057,2,280,1,700,17065,297456,9595.354839,2,,,,
1101057010102 ,무악동,1101057,1,427,2,550,17065,168810,5445.483871,,,,,
1101057010105 ,무악동,1101057,3,409,1,650,17065,212983,6870.419355,2,,,,
1101057010104 ,무악동,1101057,1,427,1,650,17065,164931,5320.354839,,,,,
1101057010107 ,무악동,1101057,3,409,1,550,17065,324747,10475.70968,,,,,
1101057010106 ,무악동,1101057,1,4476,1,850,17065,294386,9496.322581,,,,,
1101057010304 ,무악동,1101057,2,106,2,600,17065,300434,9691.419355,,,,,
1101057010301 ,무악동,1101057,0,0,2,750,17065,155513,5016.548387,,,,,
1101057010303 ,무악동,1101057,0,0,2,650,17065,223922,7223.290323,,,,,
1101057010302 ,무악동,1101057,4,894,2,700,17065,307954,9934,,,,,
1101057010305 ,무악동,1101057,0,0,2,650,17065,168656,5440.516129,,,,,
1101057010401 ,무악동,1101057,0,0,1,700,17065,236291,7622.290323,,,,,
1101058010008 ,교남동,1101058,2,280,2,600,17065,179273,5783,2,,,,
1101058010001 ,교남동,1101058,11,834,3,600,17065,1161951,37482.29032,2,3,24.47188889,6.935457227,2028.403353
1101058010003 ,교남동,1101058,3,295,3,550,17065,213780,6896.129032,3,,,,
1101058010002 ,교남동,1101058,5,279,3,450,17065,181048,5840.258065,3,,,,
1101058010005 ,교남동,1101058,3,276,3,450,17065,149542,4823.935484,,,,,
1101058010004 ,교남동,1101058,3,409,2,550,17065,219125,7068.548387,3,,,,
1101058010007 ,교남동,1101058,4,328,2,450,17065,387596,12503.09677,1,,,,
1101058010006 ,교남동,1101058,7,220,3,400,17065,397216,12813.41935,,2,39.05211111,4.275054008,1643.159245
1101058020001 ,교남동,1101058,20,1247,5,400,27251,1014855,32737.25806,10,1.909090909,28.80197096,4.039497823,2104.123885
1101058030001 ,교남동,1101058,21,1097,6,700,37437,1585399,51141.90323,14,3.571428571,22.28727381,6.249766594,2052.332192
1101060010006 ,가회동,1101060,3,211,1,200,0,148021,4774.870968,1,,,,
1101060010001 ,가회동,1101060,6,275,1,100,0,181647,5859.580645,,,,,
1101060010003 ,가회동,1101060,14,195,1,200,0,553082,17841.35484,,2,22.49209722,2.175245694,2345.741132
1101060010002 ,가회동,1101060,12,601,3,650,53221,1717673,55408.80645,1,2,19.92815278,4.875235519,2454.520082
1101060010005 ,가회동,1101060,6,158,2,400,53221,563234,18168.83871,2,,,,
1101060010004 ,가회동,1101060,7,1343,3,550,53221,1268717,40926.35484,2,,,,
1101060010007 ,가회동,1101060,3,196,1,300,0,151590,4890,1,,,,
1101060020001 ,가회동,1101060,16,476,4,450,53221,1631858,52640.58065,4,2,18.92416667,3.460630915,2497.115606
1101061010001 ,종로1·2·3·4가동,1101061,12,1268,6,300,73033,1012488,32660.90323,,3,26.99855833,4.87103428,1935.558591
1101061020002 ,종로1·2·3·4가동,1101061,5,1469,6,400,91955,1432105,46196.93548,2,3,24.50744444,4.831023412,2026.555832
1101061020001 ,종로1·2·3·4가동,1101061,13,2360,10,600,69395,5911588,190696.3871,5,2.714285714,24.74004762,4.810872406,2097.260919
1101061020301 ,종로1·2·3·4가동,1101061,4,3839,5,650,47369,151175,4876.612903,,,,,
1101061030007 ,종로1·2·3·4가동,1101061,2,1997,7,650,90464,1157192,37328.77419,11,1.5,23.01944097,3.965643137,2461.745805
1101061030006 ,종로1·2·3·4가동,1101061,3,6610,7,800,99509,1776044,57291.74194,6,2.5,16.72835417,4.954838087,2527.787292
1101061030005 ,종로1·2·3·4가동,1101061,7,1169,9,600,91146,2813913,90771.3871,28,,,,
1101061030004 ,종로1·2·3·4가동,1101061,15,4495,9,700,92207,5685838,183414.129,32,3,19.16539167,4.72255633,2305.698195
1101061030003 ,종로1·2·3·4가동,1101061,2,4737,7,750,90464,1675885,54060.80645,9,,,,
1101061030002 ,종로1·2·3·4가동,1101061,15,1529,7,750,91146,3639047,117388.6129,15,2.5,21.62752083,4.204363901,2265.369861
1101061030001 ,종로1·2·3·4가동,1101061,18,2973,7,650,77128,10881503,351016.2258,43,2.806451613,23.52066219,5.065257608,2142.089583
1101061030201 ,종로1·2·3·4가동,1101061,1,101,4,550,90464,195036,6291.483871,6,,,,
1101061030601 ,종로1·2·3·4가동,1101061,2,273,6,550,91146,1329045,42872.41935,4,2,18.70324306,2.612118273,2506.488601
1101061040001 ,종로1·2·3·4가동,1101061,21,3405,12,700,95824,11812969,381063.5161,12,2.96,21.18395333,5.090844658,2210.795039
1101061050001 ,종로1·2·3·4가동,1101061,15,1873,11,650,73439,4423280,142686.4516,,3.466666667,21.81960648,5.308856956,2077.055255
1101063010006 ,종로5·6가동,1101063,0,0,5,350,0,171865,5544.032258,1,,,,
1101063010001 ,종로5·6가동,1101063,2,789,6,550,81697,149781,4831.645161,2,,,,
1101063010003 ,종로5·6가동,1101063,3,637,5,400,81697,526874,16995.93548,2,,,,
1101063010002 ,종로5·6가동,1101063,3,1118,7,700,81697,339340,10946.45161,3,2,21.99118055,5.464214298,2366.993226
1101063010005 ,종로5·6가동,1101063,3,637,5,450,81697,298825,9639.516129,4,,,,
1101063010004 ,종로5·6가동,1101063,0,0,5,400,81697,140198,4522.516129,4,,,,
1101063020001 ,종로5·6가동,1101063,13,1750,7,650,47369,3070112,99035.87097,1,1,24.61918056,5.155778077,2561.424583
1101063030003 ,종로5·6가동,1101063,13,1340,8,650,68950,1526319,49236.09677,,2.75,19.78173958,4.83247972,2324.532781
1101063030002 ,종로5·6가동,1101063,10,1980,9,650,68950,2302608,74277.67742,2,3.285714286,20.53725397,5.920445455,2187.700256
1101063030001 ,종로5·6가동,1101063,5,689,6,550,68950,884820,28542.58065,1,,,,
1101063040001 ,종로5·6가동,1101063,13,1878,8,750,58812,5410135,174520.4839,2,3,20.20336966,4.556257784,2263.200761
1101064010011 ,이화동,1101064,10,1022,5,450,74523,2590806,83574.3871,1,4,23.43281944,6.297025514,1894.030834
1101064010010 ,이화동,1101064,0,0,5,250,0,190916,6158.580645,,,,,
1101064010009 ,이화동,1101064,3,705,4,300,0,409113,13197.19355,1,,,,
1101064010008 ,이화동,1101064,0,0,3,600,92845,366206,11813.09677,1,,,,
1101064010005 ,이화동,1101064,4,3997,3,750,92845,1616218,52136.06452,2,4,23.43281944,6.297025514,1894.030834
1101064010012 ,이화동,1101064,0,0,3,600,62562,211957,6837.322581,,,,,
1101064010001 ,이화동,1101064,0,0,5,250,0,409820,13220,1,,,,
1101064010003 ,이화동,1101064,1,471,5,450,92845,265579,8567.064516,5,,,,
1101064010002 ,이화동,1101064,0,0,3,650,62562,93520,3016.774194,,,,,
1101064010006 ,이화동,1101064,3,4103,5,600,92845,974923,31449.12903,2,,,,
1101064010004 ,이화동,1101064,3,2240,2,700,62562,1866818,60219.93548,2,,,,
1101064010007 ,이화동,1101064,0,0,3,550,62562,138231,4459.064516,,,,,
1101064020004 ,이화동,1101064,14,1782,5,550,92845,5387146,173778.9032,6,2.666666667,25.08553704,4.401361147,2094.393238
1101064020005 ,이화동,1101064,3,1138,4,350,0,852844,27511.09677,,2.5,20.11006945,3.394642182,2337.072278
1101064020002 ,이화동,1101064,14,987,5,400,74523,3823261,123331,,2,21.31134722,4.305863668,2395.836112
1101064020003 ,이화동,1101064,6,3033,3,600,92845,518239,16717.3871,,,,,
1101064020001 ,이화동,1101064,3,1984,2,600,92845,342442,11046.51613,,,,,
1101067010001 ,창신1동,1101067,0,0,4,600,61486,217786,7025.354839,,,,,
1101067010003 ,창신1동,1101067,3,1341,5,650,24023,610682,19699.41935,,,,,
1101067010002 ,창신1동,1101067,5,5052,7,750,61486,394805,12735.64516,,,,,
1101067010005 ,창신1동,1101067,3,209,4,550,43248,183902,5932.322581,,2,16.93602778,3.813591691,2581.465195
1101067010004 ,창신1동,1101067,3,7255,6,650,61486,538919,17384.48387,1,,,,
1101067010101 ,창신1동,1101067,2,1919,5,700,61486,211940,6836.774194,,,,,
1101067010102 ,창신1동,1101067,2,1919,5,650,61486,445740,14378.70968,,,,,
1101067020001 ,창신1동,1101067,5,4496,6,750,61486,1675200,54038.70968,2,3,17.59243056,5.323732222,2385.870493
1101067020002 ,창신1동,1101067,3,427,6,700,61486,1693406,54626,4,2,13.74022222,3.702984121,2717.051742
1101067020003 ,창신1동,1101067,9,2644,6,750,57849,1484265,47879.51613,11,2,19.16619792,4.868253622,2489.734037
1101068010016 ,창신2동,1101068,0,0,5,350,0,212790,6864.193548,1,,,,
1101068010009 ,창신2동,1101068,1,1775,5,800,81697,631608,20374.45161,,,,,
1101068010008 ,창신2동,1101068,0,0,4,500,43248,264849,8543.516129,4,,,,
1101068010001 ,창신2동,1101068,0,0,5,450,81697,192444,6207.870968,6,,,,
1101068010003 ,창신2동,1101068,0,0,5,600,61486,569610,18374.51613,5,,,,
1101068010002 ,창신2동,1101068,0,0,5,600,61486,324663,10473,1,,,,
1101068010005 ,창신2동,1101068,0,0,5,450,6772,181483,5854.290323,3,,,,
1101068010004 ,창신2동,1101068,0,0,5,600,81697,372059,12001.90323,6,,,,
1101068010007 ,창신2동,1101068,0,0,6,700,61486,927484,29918.83871,1,,,,
1101068010006 ,창신2동,1101068,0,0,4,500,6772,205223,6620.096774,,,,,
1101068010019 ,창신2동,1101068,0,0,5,450,6772,280176,9037.935484,5,,,,
1101068010018 ,창신2동,1101068,0,0,5,450,0,242994,7838.516129,1,,,,
1101068010011 ,창신2동,1101068,4,5885,6,800,61486,1272363,41043.96774,,3,21.12676389,5.602383854,2202.221146
1101068010010 ,창신2동,1101068,2,502,5,450,6772,273491,8822.290323,4,,,,
1101068010013 ,창신2동,1101068,3,401,6,450,6772,317160,10230.96774,4,,,,
1101068010012 ,창신2동,1101068,0,0,5,400,0,166325,5365.322581,5,,,,
1101068010015 ,창신2동,1101068,0,0,5,450,6772,251171,8102.290323,4,,,,
1101068010014 ,창신2동,1101068,0,0,5,500,81697,326443,10530.41935,6,,,,
1101068010017 ,창신2동,1101068,0,0,5,350,0,230360,7430.967742,2,,,,
1101068010601 ,창신2동,1101068,0,0,5,450,6772,143520,4629.677419,1,,,,
1101069010004 ,창신3동,1101069,3,209,5,650,24023,233642,7536.83871,,,,,
1101069010001 ,창신3동,1101069,3,209,4,550,24023,112155,3617.903226,,,,,
1101069010003 ,창신3동,1101069,6,583,6,700,6772,885166,28553.74194,1,2,16.93602778,3.813591691,2581.465195
1101069010002 ,창신3동,1101069,0,0,3,500,24023,134425,4336.290323,,,,,
1101069010101 ,창신3동,1101069,4,650,5,650,6772,177563,5727.83871,,,,,
1101069010103 ,창신3동,1101069,2,366,6,550,6772,126471,4079.709677,4,,,,
1101069010102 ,창신3동,1101069,3,688,5,650,6772,125849,4059.645161,,,,,
1101069010105 ,창신3동,1101069,3,688,5,650,6772,173706,5603.419355,,,,,
1101069010104 ,창신3동,1101069,4,650,4,550,6772,98758,3185.741935,,,,,
1101069010106 ,창신3동,1101069,2,366,5,650,6772,109693,3538.483871,,,,,
1101069010301 ,창신3동,1101069,4,667,5,750,6772,240520,7758.709677,,,,,
1101069010402 ,창신3동,1101069,3,767,4,750,6772,169367,5463.451613,,,,,
1101069010401 ,창신3동,1101069,3,355,3,850,6772,152716,4926.322581,,,,,
1101070010001 ,숭인1동,1101070,3,811,5,800,6772,212288,6848,,,,,
1101070010003 ,숭인1동,1101070,7,582,5,800,6772,426305,13751.77419,1,2,20.95751389,2.582722562,2410.847989
1101070010002 ,숭인1동,1101070,3,4066,5,700,41274,407637,13149.58065,,,,,
1101070010005 ,숭인1동,1101070,2,210,5,600,24023,151112,4874.580645,,,,,
1101070010004 ,숭인1동,1101070,5,3207,6,700,24023,1027022,33129.74194,13,3,21.78071528,5.71682034,2168.240835
1101070010007 ,숭인1동,1101070,4,353,5,700,24023,537155,17327.58065,1,,,,
1101070010006 ,숭인1동,1101070,4,1065,5,700,24023,447069,14421.58065,,,,,
1101070010008 ,숭인1동,1101070,5,571,5,700,24023,1366776,44089.54839,,2,20.95751389,2.582722562,2410.847989
1101070010101 ,숭인1동,1101070,4,2200,5,750,41274,186893,6028.806452,,,,,
1101070010102 ,숭인1동,1101070,3,2822,5,800,41274,746795,24090.16129,,,,,
1101070010202 ,숭인1동,1101070,9,328,4,750,12422,244100,7874.193548,6,,,,
1101070010201 ,숭인1동,1101070,7,319,4,850,6772,210044,6775.612903,1,2,44.21321527,1.337263004,1424.19214
1101071010003 ,숭인2동,1101071,4,2661,4,600,44113,523665,16892.41935,1,3,23.41366667,4.593330729,2083.390192
1101071010002 ,숭인2동,1101071,0,0,4,450,44113,251895,8125.645161,1,,,,
1101071010005 ,숭인2동,1101071,6,3197,6,650,42694,1604632,51762.32258,1,3,19.28788889,6.694261561,2297.771894
1101071010004 ,숭인2동,1101071,0,0,5,450,30720,200092,6454.580645,,,,,
1101071010007 ,숭인2동,1101071,2,4269,5,550,42694,514828,16607.35484,,,,,
1101071010006 ,숭인2동,1101071,1,1458,4,500,25443,772824,24929.80645,1,,,,
1101071010010 ,숭인2동,1101071,0,0,4,450,25443,229346,7398.258065,1,,,,
1101071010009 ,숭인2동,1101071,0,0,4,550,44113,148377,4786.354839,1,,,,
1101071010008 ,숭인2동,1101071,0,0,5,500,42694,186076,6002.451613,1,,,,
1101071010001 ,숭인2동,1101071,0,0,4,500,25443,219236,7072.129032,,,,,
1101071010402 ,숭인2동,1101071,0,0,4,550,42694,206149,6649.967742,1,,,,
1101071010401 ,숭인2동,1101071,0,0,4,600,44113,104590,3373.870968,1,,,,
1101071020006 ,숭인2동,1101071,2,777,4,700,44113,475503,15338.80645,2,,,,
1101071020004 ,숭인2동,1101071,2,4269,5,550,42694,495952,15998.45161,6,,,,
1101071020005 ,숭인2동,1101071,11,2102,5,700,42694,2211249,71330.6129,19,3,24.27354167,4.739379119,2038.709776
1101071020002 ,숭인2동,1101071,8,518,6,650,42694,1520274,49041.09677,19,1,14.39705556,5.599893144,2868.088333
1101071020003 ,숭인2동,1101071,2,777,4,650,42694,224235,7233.387097,6,,,,
1101071020001 ,숭인2동,1101071,3,1833,6,850,41274,1658142,53488.45161,13,,,,
1101072010011 ,청운효자동,1101072,3,601,2,50,0,158086,5099.548387,1,,,,
1101072010010 ,청운효자동,1101072,5,1025,1,0,0,520966,16805.35484,,2,28.20342592,5.218095515,2103.429977
1101072010013 ,청운효자동,1101072,2,423,1,100,0,266590,8599.677419,,,,,
1101072010012 ,청운효자동,1101072,2,724,2,0,0,202375,6528.225806,1,1,30.00396528,1.662960928,2399.881042
1101072010015 ,청운효자동,1101072,3,188,2,300,52315,704630,22730,2,,,,
1101072010014 ,청운효자동,1101072,10,833,1,250,0,680790,21960.96774,1,,,,
1101072010017 ,청운효자동,1101072,0,0,2,150,0,356528,11500.90323,1,,,,
1101072010016 ,청운효자동,1101072,1,957,3,200,0,175896,5674.064516,,,,,
1101072010020 ,청운효자동,1101072,4,357,2,200,0,302156,9746.967742,2,,,,
1101072010018 ,청운효자동,1101072,1,491,2,50,0,286330,9236.451613,1,,,,
1101072010009 ,청운효자동,1101072,9,1210,2,450,52315,1204846,38866,3,,,,
1101072010008 ,청운효자동,1101072,2,1644,1,50,0,518334,16720.45161,,,,,
1101072010001 ,청운효자동,1101072,2,1644,1,150,0,322383,10399.45161,,,,,
1101072010003 ,청운효자동,1101072,2,576,0,0,0,152279,4912.225806,,2,32.40711111,6.32555076,1925.082719
1101072010019 ,청운효자동,1101072,2,423,2,150,0,290234,9362.387097,2,,,,
1101072010002 ,청운효자동,1101072,6,275,1,350,52315,741186,23909.22581,2,,,,
1101072010005 ,청운효자동,1101072,0,0,0,0,0,176018,5678,,,,,
1101072010004 ,청운효자동,1101072,4,357,1,200,0,199932,6449.419355,2,,,,
1101072010007 ,청운효자동,1101072,2,423,1,50,0,185492,5983.612903,1,,,,
1101072010006 ,청운효자동,1101072,2,724,2,50,0,103489,3338.354839,1,,,,
1101072010101 ,청운효자동,1101072,0,0,1,100,0,72015,2323.064516,,,,,
1101072020001 ,청운효자동,1101072,4,1060,2,450,52315,783768,25282.83871,3,2,20.4795,2.667286059,2431.1284
1101072020004 ,청운효자동,1101072,2,1644,1,200,0,79392,2561.032258,1,,,,
1101072020005 ,청운효자동,1101072,2,511,0,0,0,1157524,37339.48387,,2,35.63458334,3.445766599,1788.152669
1101072020002 ,청운효자동,1101072,13,736,4,450,52315,1786526,57629.87097,2,1.909090909,23.61022664,3.805384621,2331.420909
1101072020003 ,청운효자동,1101072,8,505,1,0,0,862534,27823.67742,1,2,35.09152222,3.806333362,1811.1928
1101073010015 ,혜화동,1101073,0,0,2,600,32279,168699,5441.903226,1,,,,
1101073010014 ,혜화동,1101073,5,446,2,200,0,153684,4957.548387,,,,,
1101073010012 ,혜화동,1101073,2,401,2,350,0,352368,11366.70968,1,1,20.17801389,3.749991138,2694.659584
1101073010016 ,혜화동,1101073,3,554,2,350,32279,544335,17559.19355,,,,,
1101073010013 ,혜화동,1101073,2,723,2,350,0,348703,11248.48387,,,,,
1101073010001 ,혜화동,1101073,7,1930,2,550,62562,993764,32056.90323,1,1.75,22.89779514,3.843783256,2399.467604
1101073010003 ,혜화동,1101073,7,525,2,200,0,573160,18489.03226,,1,21.94843056,2.716488919,2641.547083
1101073010002 ,혜화동,1101073,5,485,2,300,0,579376,18689.54839,1,,,,
1101073010005 ,혜화동,1101073,2,401,2,450,32279,147230,4749.354839,,,,,
1101073010004 ,혜화동,1101073,7,2589,2,600,92845,1037319,33461.90323,,4,28.47980556,3.290168463,1591.211666
1101073010007 ,혜화동,1101073,4,330,2,350,0,443177,14296.03226,,,,,
1101073010006 ,혜화동,1101073,6,427,2,350,92845,299942,9675.548387,1,,,,
1101073010011 ,혜화동,1101073,6,1266,2,400,62562,396725,12797.58065,1,,,,
1101073010010 ,혜화동,1101073,3,433,2,300,0,349511,11274.54839,1,,,,
1101073010009 ,혜화동,1101073,1,22,2,500,92845,723162,23327.80645,,1,21.70491667,2.81455006,2648.8525
1101073010008 ,혜화동,1101073,2,723,2,450,32279,331579,10696.09677,,,,,
1101073010101 ,혜화동,1101073,4,1991,2,600,92845,240341,7752.935484,,,,,
1101073010103 ,혜화동,1101073,3,683,2,500,92845,179787,5799.580645,1,,,,
1101073010102 ,혜화동,1101073,0,0,2,550,92845,268539,8662.548387,,,,,
1101073020007 ,혜화동,1101073,10,434,2,100,0,2433534,78501.09677,2,,,,
1101073020004 ,혜화동,1101073,5,432,2,300,92845,765347,24688.6129,,,,,
1101073020005 ,혜화동,1101073,6,622,2,50,0,270009,8709.967742,2,,,,
1101073020002 ,혜화동,1101073,4,594,2,200,0,253572,8179.741935,1,1,21.46140278,2.912611201,2656.157917
1101073020003 ,혜화동,1101073,4,2875,2,450,92845,397006,12806.64516,,,,,
1101073020001 ,혜화동,1101073,1,22,2,200,0,669777,21605.70968,,,,,
1101073020008 ,혜화동,1101073,7,461,1,0,0,472182,15231.67742,2,,,,
1101073020009 ,혜화동,1101073,6,413,2,0,0,331435,10691.45161,3,,,,
1101073020011 ,혜화동,1101073,5,652,2,100,0,207400,6690.322581,3,,,,
1101073020016 ,혜화동,1101073,5,2304,2,550,92845,1281879,41350.93548,,,,,
1101073020017 ,혜화동,1101073,9,212,0,0,0,488358,15753.48387,1,,,,
1101073020014 ,혜화동,1101073,6,413,2,50,0,897040,28936.77419,2,,,,
1101073020015 ,혜화동,1101073,2,89,2,50,0,59758,1927.677419,1,,,,
1101073020012 ,혜화동,1101073,5,296,2,100,0,178459,5756.741935,1,,,,
1101073020013 ,혜화동,1101073,4,508,2,200,0,481633,15536.54839,,1,21.30054862,2.989461033,2660.983542
1101073020010 ,혜화동,1101073,7,543,2,100,0,494313,15945.58065,2,1,21.46140278,2.912611201,2656.157917
